-5.7378,7.0727,3.6,1.7
-5.3369,7.1348,3.6,1.7
-4.9087,7.1628,3.6,1.7
-4.4253,7.1868,4.4,3
-3.894,7.2126,4.4,3
-3.3475,7.2393,4.4,3
-2.7994,7.2659,4.4,3
-2.2513,7.2925,4.4,3
-1.7032,7.3191,3.4,2.6
-1.1562,7.3458,3.4,2.6
-0.6147,7.3714,3.4,2.6
-0.0814,7.3878,3.4,2.6
0.4393,7.3983,3.4,2.6
0.9128,7.3932,3.4,2.6
1.2775,7.3736,3.4,2.6
1.537,7.2994,3.4,2.6
1.753,7.2022,3.4,2.6
1.9624,7.0911,3.4,2.6
2.1677,6.9372,3.4,2.6
2.3833,6.7541,3.4,2.6
2.5988,6.5341,3,1.75
2.798,6.2715,3,1.75
2.9903,5.9649,3,1.75
3.1754,5.5944,3,1.75
3.3828,5.1791,3,1.75
3.5922,4.7837,2.5,1.45
3.8211,4.4805,2.5,1.45
4.0449,4.2372,2.5,1.45
4.2538,4.043,2.5,1.45
4.4352,3.9131,2.1,0.7
4.6044,3.8071,2.1,0.7
4.7869,3.726,2.1,0.7
4.9744,3.6597,2.1,0.7
5.1732,3.669,2.1,0.7
5.3703,3.703,2.1,0.7
5.5558,3.7761,2.1,0.7
5.7353,3.8644,2.1,0.7
5.869,4.0039,2.1,0.7
6.0064,4.1465,2.1,0.7
6.0613,4.3372,2.1,0.7
6.1483,4.5173,2.1,0.7
6.2352,4.6973,2.1,0.7
6.3386,4.8685,2.1,1
6.445,5.0379,2.1,1
6.5714,5.1925,2.1,1
6.7074,5.3391,2.1,1
6.8629,5.4622,2.1,1
7.0366,5.5612,2.1,1
7.2169,5.6454,2.2,0.8
7.4087,5.7021,2.2,0.8
7.6032,5.7206,2.2,0.8
7.7807,5.6285,2.2,0.8
7.9582,5.5363,2.2,0.8
8.0925,5.3911,2.4,0.9
8.1947,5.2192,2.4,0.9
8.263,5.0331,2.4,0.9
8.3034,4.8373,2.4,0.9
8.3383,4.6264,2.4,0.9
8.3792,4.3134,2.6,1.05
8.425,3.9054,2.6,1.05
8.4389,3.4598,2.8,1.1
8.4306,3.0314,2.8,1.1
8.4017,2.6743,2.8,1.1
8.3542,2.4068,2.9,0.9
8.2505,2.1975,2.9,0.9
8.1354,1.9978,2.9,0.9
7.996,1.7983,2.9,0.9
7.8424,1.5971,2.9,0.9
7.6658,1.4253,3.4,1.05
7.4957,1.2727,3.4,1.05
7.3027,1.168,3.4,1.05
7.0977,1.0625,3.4,1.05
6.8385,0.9992,3.4,1.05
6.5115,0.9305,3.4,1.05
6.0963,0.857,3.4,1.05
5.6091,0.7843,4,1.05
5.0894,0.7138,4.3,1.15
4.556,0.6463,4.6,1.9
4.0152,0.5781,4.8,2.45
3.4714,0.5094,5,2.6
2.9274,0.4407,5.2,3
2.3835,0.3721,5.2,3
1.8399,0.3034,5.2,3
1.2961,0.2347,5.2,3
0.7523,0.166,5.2,3
0.2084,0.0974,5.2,3
-0.3355,0.0287,5.2,3
-0.8795,-0.0399,5.2,3
-1.4234,-0.1085,5.2,3
-1.9674,-0.1773,5.2,3
-2.5115,-0.246,5.2,3
-3.0557,-0.3146,5.2,3
-3.6,-0.3833,5.2,3
-4.144,-0.452,3.1,3
-4.6839,-0.5202,3.1,3
-5.2069,-0.5808,3.1,3
-5.7046,-0.616,3.1,3
-6.1799,-0.627,2.6,2
-6.5862,-0.623,2.6,2
-6.8405,-0.6109,2.6,2
-7.0313,-0.5537,2.2,1
-7.2157,-0.4761,2.2,1
-7.3782,-0.3632,2.2,1
-7.5206,-0.2228,2.3,0.7
-7.6341,-0.0629,2.3,0.7
-7.7396,0.1054,2.3,0.7
-7.7457,0.3028,2.3,0.7
-7.751,0.5013,2.3,0.7
-7.7279,0.6902,2.3,0.7
-7.6525,0.8754,2.3,0.7
-7.5771,1.0605,2.3,0.7
-7.4729,1.2296,2.3,0.7
-7.3495,1.387,2.3,0.7
-7.1917,1.5023,2.3,0.7
-7.0017,1.5646,2.9,1.1
-6.811,1.6248,2.9,1.1
-6.5541,1.6938,2.9,1.1
-6.1809,1.7849,3.6,1.3
-5.7139,1.8894,3.6,1.3
-5.2139,1.9882,3.6,1.3
-4.7019,2.0724,3.6,1.3
-4.1715,2.1596,3.5,3
-3.6318,2.2483,3.5,3
-3.0909,2.3372,3.5,3
-2.5501,2.4261,3.5,3
-2.0136,2.5143,3.5,3
-1.4943,2.605,3.5,3
-1.0002,2.7164,3.5,3
-0.528,2.8323,2.4,0.8
-0.1475,2.94,2.4,0.8
0.0677,3.0212,2.4,0.8
0.2342,3.132,2.4,0.8
0.3988,3.2456,2.4,0.8
0.514,3.4046,2.4,0.8
0.6055,3.5819,2.4,0.8
0.6403,3.7759,2.4,0.8
0.6413,3.9757,2.4,0.8
0.5514,4.1534,2.4,0.8
0.4364,4.317,2.4,0.8
0.2734,4.427,2.4,0.8
0.0957,4.5187,2.4,0.8
-0.088,4.5966,3.1,1.1
-0.2848,4.6279,3.1,1.1
-0.5084,4.6522,3.1,1.1
-0.8357,4.6758,3.1,1.1
-1.2682,4.7033,3.1,1.1
-1.7546,4.7141,3.1,1.1
-2.2597,4.7061,3.8,2.8
-2.7883,4.694,3.8,2.8
-3.3318,4.6814,3.7,2.8
-3.8787,4.6688,3.7,2.8
-4.4231,4.6563,3.7,2.8
-4.9537,4.6456,2.7,1.95
-5.4589,4.6581,2.7,1.95
-5.9237,4.6767,2.7,1.95
-6.3163,4.7462,2.7,1.95
-6.6216,4.8186,2.7,1.95
-6.8224,4.8845,2.4,0.7
-7.0062,4.9581,2.4,0.7
-7.1597,5.0863,2.4,0.7
-7.3103,5.2179,2.4,0.7
-7.405,5.393,2.4,0.7
-7.4845,5.576,2.4,0.7
-7.5001,5.7727,2.4,0.7
-7.4857,5.9713,2.4,0.7
-7.418,6.1584,2.4,0.7
-7.3296,6.3378,2.4,0.7
-7.2014,6.4909,2.4,0.7
-7.0612,6.6335,2.4,0.7
-6.8895,6.7301,2.9,1
-6.6995,6.7925,2.9,1
-6.4953,6.8571,2.9,1
-6.2043,6.938,2.9,1
-5.8392,7.0422,3.6,1.7
